address1,address2,city,country,createdAt,loc.coordinates,name,priceLevel,reviewStats.community.averageScore,reviewStats.community.count,reviewStats.dave.averageScore,reviewStats.dave.count,reviewStats.dave.totalScore,state,zip,formatted_address,latitude,longitude,string_concat,dave_score_int,review_number
2550 Nicollet Ave S,,Minneapolis,US,2018-04-16T19:56:08.877Z,"[-93.2784, 44.95582]",Black Sheep Pizza - Minneapolis,2,7.991304348,46,8.3,1,8.3,MN,55404,"2550 Nicollet Ave, Minneapolis, MN 55404, USA",44.9557263,-93.2781621,Black Sheep Pizza - Minneapolis | Dave - 8.3 | Community - 7.99,83,88
110 Draper Rd NW,,Blacksburg,US,2018-03-23T17:41:19.281Z,"[-80.4150772, 37.2294388]",Benny Marzano's,1,8.169230769,13,7.1,1,7.1,VA,24060,"110 Draper Rd NW, Blacksburg, VA 24060, USA",37.229311,-80.4149952,Benny Marzano's | Dave - 7.1 | Community - 8.17,71,89
1035 Abbott Rd,,Buffalo,US,2018-04-17T00:32:03.426Z,"[-78.80721, 42.83599]",Imperial Pizza,1,7.6,19,6.8,1,6.8,NY,14220,"1035 Abbott Rd, Buffalo, NY 14220, USA",42.8359733,-78.8072699,Imperial Pizza | Dave - 6.8 | Community - 7.6,68,90
11770 Haynes Bridge Rd,Ste 301,Alpharetta,US,2018-04-16T21:06:05.268Z,"[-84.294748, 34.069654]",Mellow Mushroom,2,7.8,1,6.1,1,6.1,GA,30009,"11770 Haynes Bridge Rd, Alpharetta, GA 30009, USA",34.0697338,-84.2945836,Mellow Mushroom | Dave - 6.1 | Community - 7.8,61,91
3655 Roswell Rd NE,,Atlanta,US,2018-04-16T21:06:07.091Z,"[-84.3825251, 33.8549001]",Marcello's Pizza & Subs,2,5.725,4,7.4,1,7.4,GA,30342,"3655 Roswell Rd NE, Atlanta, GA 30342, USA",33.8553969,-84.3813317,Marcello's Pizza & Subs | Dave - 7.4 | Community - 5.72,74,92
3330 Piedmont Rd NE,Ste 27A,Atlanta,US,2018-04-16T21:06:07.536Z,"[-84.374965, 33.846405]",Piu Bello Pizzeria Restaurant,1,6.75,4,5.9,1,5.9,GA,30305,"3330 Piedmont Rd NE, Atlanta, GA 30305, USA",33.8457987,-84.3744938,Piu Bello Pizzeria Restaurant | Dave - 5.9 | Community - 6.75,59,93
3324 Peachtree Rd,Ste B,Atlanta,US,2018-04-16T21:06:07.374Z,"[-84.36988, 33.84582]",Buckhead Pizza,2,6.475,4,7.2,1,7.2,GA,30326,"3324 Peachtree Rd NE, Atlanta, GA 30326, USA",33.8455184,-84.3689686,Buckhead Pizza | Dave - 7.2 | Community - 6.48,72,94
144 E Crogan St,,Lawrenceville,US,2018-08-27T22:11:04.322Z,"[-83.987584, 33.9562374]",Cosmo's Original Little Italy Pizza,1,7.2625,8,7.1,1,7.1,GA,30045,"144 E Crogan St, Lawrenceville, GA 30046, USA",33.956041,-83.9876325,Cosmo's Original Little Italy Pizza | Dave - 7.1 | Community - 7.26,71,95
1991 Howell Mill Rd NW,,Atlanta,US,2018-04-16T21:06:07.552Z,"[-84.412621, 33.809163]",Fellini's Pizza,1,7.2,10,7.2,1,7.2,GA,30318,"1991 Howell Mill Rd NW, Atlanta, GA 30318, USA",33.8091393,-84.4126296,Fellini's Pizza | Dave - 7.2 | Community - 7.2,72,96
1093 Hemphill Ave NW,,Atlanta,US,2018-04-16T21:06:03.970Z,"[-84.405652364418, 33.7846416243576]",Antico Pizza,2,8.277083333,48,8.3,1,8.3,GA,30318,"1093 Hemphill Ave NW, Atlanta, GA 30318, USA",33.7846405,-84.4056188,Antico Pizza | Dave - 8.3 | Community - 8.28,83,97
85 Poplar St NW,,Atlanta,US,2018-04-16T21:06:07.360Z,"[-84.39002, 33.75691]",Slice Downtown,2,6.1,3,6.8,1,6.8,GA,30303,"85 Poplar St NW, Atlanta, GA 30303, USA",33.756896,-84.3900344,Slice Downtown | Dave - 6.8 | Community - 6.1,68,98
1701 E 7th St,,Charlotte,US,2018-04-16T20:06:01.278Z,"[-80.82164, 35.21588]",Hawthorne's NY Pizza & Bar,2,7.133333333,6,6.4,1,6.4,NC,28204,"1701 E 7th St, Charlotte, NC 28204, USA",35.21582,-80.821622,Hawthorne's NY Pizza & Bar | Dave - 6.4 | Community - 7.13,64,99
1245 Broad St,,Augusta,US,2018-03-23T17:44:59.801Z,"[-81.9733815, 33.478645]",Pizza Joint,1,6.3,2,6.6,1,6.6,GA,30901,"1245 Broad St, Augusta, GA 30901, USA",33.4786227,-81.9734034,Pizza Joint | Dave - 6.6 | Community - 6.3,66,100
1804 NW 16th St,,Oklahoma City,US,2018-03-23T17:41:25.727Z,"[-97.541423, 35.485709]",Empire Slice House,1,7.836363636,22,7.5,1,7.5,OK,73106,"1804 NW 16th St, Oklahoma City, OK 73106, USA",35.485709,-97.541423,Empire Slice House | Dave - 7.5 | Community - 7.84,75,101
901 S 10th St,,Philadelphia,US,2019-01-15T20:45:58.514Z,"[-75.159227, 39.9390394]",Santucci's Original Square Pizza,2,7.481818182,11,7.5,1,7.5,PA,19147,"901 S 10th St, Philadelphia, PA 19147, USA",39.9390309,-75.1592238,Santucci's Original Square Pizza | Dave - 7.5 | Community - 7.48,75,102
305 S St,,Philadelphia,US,2018-04-16T22:26:05.891Z,"[-75.1478101, 39.941596]",Lorenzo & Sons Pizza,1,6.178947368,38,6.5,1,6.5,PA,19147,"305 S 60th St, Philadelphia, PA 19139, USA",39.956304,-75.241707,Lorenzo & Sons Pizza | Dave - 6.5 | Community - 6.18,65,103
639 S Broad St,,Elizabeth,US,2018-04-16T19:58:10.888Z,"[-74.2166161, 40.6489782]",Santillo's Brick Oven Pizza,2,8.079487179,39,8.3,1,8.3,NJ,7202,"639 S Broad St, Elizabeth, NJ 07202, USA",40.6489809,-74.2166257,Santillo's Brick Oven Pizza | Dave - 8.3 | Community - 8.08,83,104
586 N Franklin Tpke,,Ramsey,US,2018-04-16T22:40:05.499Z,"[-74.13747, 41.07769]",Kinchley's Tavern,2,7.844444444,45,7.5,1,7.5,NJ,7446,"586 Franklin Turnpike, Ramsey, NJ 07446, USA",41.0776986,-74.1387265,Kinchley's Tavern | Dave - 7.5 | Community - 7.84,75,105
564 Franklin Ave,,Nutley,US,2018-04-16T22:40:07.511Z,"[-74.15318, 40.82491]",Ralph's Pizzeria,2,8.281415929,113,8.9,1,8.9,NJ,7110,"564 Franklin Avenue, Nutley, NJ 07110, USA",40.8249129,-74.1531269,Ralph's Pizzeria | Dave - 8.9 | Community - 8.28,89,106
20 Bridewell Pl,,Clifton,US,2019-01-21T18:50:14.983Z,"[-74.136706, 40.831487]",Costco,0,5.525,4,1.9,1,1.9,NJ,7014,"20 Bridewell Pl, Clifton, NJ 07014, USA",40.8315592,-74.1375757,Costco | Dave - 1.9 | Community - 5.52,19,107
89 US Hwy 46,,Elmwood Park,US,2018-04-16T22:40:06.949Z,"[-74.1225172552509, 40.8935604859792]",Pizza Town USA,1,7.806060606,33,7.5,1,7.5,NJ,7407,"89 US-46, Elmwood Park, NJ 07407, USA",40.8937863,-74.1100941,Pizza Town USA | Dave - 7.5 | Community - 7.81,75,108
750 Port Richmond Ave,,Staten Island,US,2018-04-16T21:20:07.817Z,"[-74.143835, 40.625598]",Brother's Pizzeria,1,8.415384615,26,7.9,1,7.9,NY,10302,"750 Port Richmond Ave, Staten Island, NY 10302, USA",40.6255479,-74.1437917,Brother's Pizzeria | Dave - 7.9 | Community - 8.42,79,109
332 Union Ave,,Rutherford,US,2018-05-03T02:09:44.031Z,"[-74.11394, 40.83662]",Mama Rosa Pizza and Pasta,1,7.75,6,6.6,1,6.6,NJ,7070,"332 Union Ave, Rutherford, NJ 07070, USA",40.8366184,-74.1139253,Mama Rosa Pizza and Pasta | Dave - 6.6 | Community - 7.75,66,110
524 Port Richmond Ave,,Staten Island,US,2018-04-16T19:58:10.770Z,"[-74.1402754933448, 40.6302266718896]",Denino's Pizzeria Tavern,2,8.356818182,44,8.1,1,8.1,NY,10302,"524 Port Richmond Ave, Staten Island, NY 10302, USA",40.6302068,-74.1402479,Denino's Pizzeria Tavern | Dave - 8.1 | Community - 8.36,81,111
250 Park Ave,,East Rutherford,US,2018-05-03T02:09:42.872Z,"[-74.100128828829, 40.829286446966]",The New Park Tavern,2,7.6125,16,7.8,1,7.8,NJ,7073,"250 Park Ave, East Rutherford, NJ 07073, USA",40.8291884,-74.1001832,The New Park Tavern | Dave - 7.8 | Community - 7.61,78,112
64 Hoboken Rd,,East Rutherford,US,2018-04-16T19:58:10.273Z,"[-74.09035, 40.83406]",Vesta Wood Fired Pizza & Bar,2,6.2,7,7.2,1,7.2,NJ,7073,"64 Hoboken Rd, East Rutherford, NJ 07073, USA",40.8340373,-74.0902719,Vesta Wood Fired Pizza & Bar | Dave - 7.2 | Community - 6.2,72,113
60 Hancock St,,Staten Island,US,2018-04-16T19:58:09.849Z,"[-74.095153, 40.588756]",Lee's Tavern,2,8.291891892,37,7.9,1,7.9,NY,10305,"60 Hancock St, Staten Island, NY 10305, USA",40.5887642,-74.0951739,Lee's Tavern | Dave - 7.9 | Community - 8.29,79,114
1718 Hylan Blvd,,Staten Island,US,2018-04-16T21:20:08.196Z,"[-74.091438, 40.586785]",The Original Goodfella's Brick Oven Pizza,2,7.488888889,9,6.8,1,6.8,NY,10305,"1718 Hylan Blvd, Staten Island, NY 10305, USA",40.5867953,-74.0914961,The Original Goodfella's Brick Oven Pizza | Dave - 6.8 | Community - 7.49,68,115
263 1st St,,Hoboken,US,2018-04-16T19:58:11.186Z,"[-74.0343764, 40.7378974]",Tony Boloney's,2,7.2,14,6.8,1,6.8,NJ,7030,"263 1st St, Hoboken, NJ 07030, USA",40.7379143,-74.0342961,Tony Boloney's | Dave - 6.8 | Community - 7.2,68,116
33 Hudson St,,Jersey City,US,2018-04-16T19:58:11.168Z,"[-74.035044, 40.713375]",Krispy Pizza,1,8.030769231,13,6.2,1,6.2,NJ,7302,"33 Hudson St, Jersey City, NJ 07302, USA",40.7132,-74.0355525,Krispy Pizza | Dave - 6.2 | Community - 8.03,62,117
742 Garden St,,Hoboken,US,2018-04-17T01:24:06.189Z,"[-74.03026, 40.74626]",Mario's Classic Pizza,1,8.2125,8,7.2,1,7.2,NJ,7030,"742 Garden St, Hoboken, NJ 07030, USA",40.7462614,-74.030223,Mario's Classic Pizza | Dave - 7.2 | Community - 8.21,72,118
219 11th St,,Hoboken,US,2018-04-16T19:58:11.468Z,"[-74.02969, 40.75011]",Johnny Pepperoni,2,8.444444444,9,7.6,1,7.6,NJ,7030,"219 11th St, Hoboken, NJ 07030, USA",40.7501463,-74.0296929,Johnny Pepperoni | Dave - 7.6 | Community - 8.44,76,119
89 Washington St,,Hoboken,US,2018-04-16T19:58:10.052Z,"[-74.030820734929, 40.736978968163]",Basile's Pizza,1,7.586842105,38,8.1,1,8.1,NJ,7030,"89 Washington St, Hoboken, NJ 07030, USA",40.7369733,-74.0307767,Basile's Pizza | Dave - 8.1 | Community - 7.59,81,120
622 Washington St,,Hoboken,US,2018-04-16T19:58:11.192Z,"[-74.02915, 40.74422]",Benny Tudino's Pizzeria,1,6.795238095,21,6.8,1,6.8,NJ,7030,"622 Washington St, Hoboken, NJ 07030, USA",40.7442476,-74.0291561,Benny Tudino's Pizzeria | Dave - 6.8 | Community - 6.8,68,121
1118 Washington St,,Hoboken,US,2018-04-16T19:58:11.229Z,"[-74.02717, 40.75072]",Napoli's Brick Oven Pizza,2,7.738461538,26,7.4,1,7.4,NJ,7030,"1118 Washington St, Hoboken, NJ 07030, USA",40.7507591,-74.0271827,Napoli's Brick Oven Pizza | Dave - 7.4 | Community - 7.74,74,122
303 S End Ave,,New York,US,2018-03-23T17:43:56.869Z,"[-74.016469, 40.710383]",Picasso Pizza,1,4.4,8,4.2,1,4.2,NY,10280,"303 South End Ave, New York, NY 10280, USA",40.7103852,-74.0164692,Picasso Pizza | Dave - 4.2 | Community - 4.4,42,123
14 Rector St,,New York,US,2018-04-16T19:58:09.147Z,"[-74.01392, 40.70813]",Pomodoro Pizza,1,5.1,2,4.2,1,4.2,NY,10006,"14 Rector St, New York, NY 10006, USA",40.7080776,-74.0136934,Pomodoro Pizza | Dave - 4.2 | Community - 5.1,42,124
90-92 Gansevoort St,,New York,US,2018-06-05T00:53:41.501Z,"[-74.0088130692187, 40.7392597584612]",SIMÒ PIZZA,1,7.9,1,6.8,1,6.8,NY,10014,"90 Gansevoort St, New York, NY 10014, USA",40.7392955,-74.0087429,SIMÒ PIZZA | Dave - 6.8 | Community - 7.9,68,125
110 Trinity Pl,,New York,US,2018-03-23T17:40:23.645Z,"[-74.0120095387101, 40.7094905934402]",Steve's Pizza,1,3.957142857,7,2.2,1,2.2,NY,10006,"110 Trinity Pl, New York, NY 10006, USA",40.7095045,-74.0120408,Steve's Pizza | Dave - 2.2 | Community - 3.96,22,126
446 W 14th St,,New York,US,2018-04-16T19:58:11.512Z,"[-74.00752, 40.74169]",The Woodstock,2,7.2,2,7.4,1,7.4,NY,10014,"446 W 14th St, New York, NY 10014, USA",40.7415865,-74.0075955,The Woodstock | Dave - 7.4 | Community - 7.2,74,127
69 New St,,New York,US,2018-03-23T17:44:23.930Z,"[-74.0124, 40.70566]",The Grotto Pizzeria & Ristorante,1,5.95,4,3.3,1,3.3,NY,10004,"69 New St, Staten Island, NY 10302, USA",40.63597,-74.1312791,The Grotto Pizzeria & Ristorante | Dave - 3.3 | Community - 5.95,33,128
20 Beaver St,,New York,US,2018-03-23T17:44:30.924Z,"[-74.0122796, 40.7048147]",Georgio Pizzeria,1,5.828571429,7,6.4,1,6.4,NY,10004,"20 Beaver St, New York, NY 10004, USA",40.7048308,-74.0123163,Georgio Pizzeria | Dave - 6.4 | Community - 5.83,64,129
34 Water St,,New York,US,2018-03-23T17:44:21.721Z,"[-74.0108027846554, 40.7032689983063]",Pranzo Pizza & Pasta,1,6.8,4,5.9,1,5.9,NY,10004,"34 Water St, Brooklyn, NY 11201, USA",40.7033479,-74.0108472,Pranzo Pizza & Pasta | Dave - 5.9 | Community - 6.8,59,130
77 Pearl St,,New York,US,2018-03-23T17:44:50.068Z,"[-74.0104079, 40.7039403]",Justino's Pizzeria,1,7.64,30,7.4,1,7.4,NY,10004,"77 Pearl St, New York, NY 10004, USA",40.7040298,-74.01048,Justino's Pizzeria | Dave - 7.4 | Community - 7.64,74,131
54 Stone St,,New York,US,2018-03-23T17:44:38.737Z,"[-74.0101733, 40.7043362]",Adrienne's Pizzabar,2,7.236363636,11,4.8,1,4.8,NY,10004,"54 Stone St, New York, NY 10004, USA",40.7042482,-74.0101127,Adrienne's Pizzabar | Dave - 4.8 | Community - 7.24,48,132
15 William St,,New York,US,2018-03-23T17:44:41.383Z,"[-74.01014, 40.70527]",Open Market,2,0,0,0.1,1,0.1,NY,10005,"15 William St, New York, NY 10005, USA",40.705371,-74.0100717,Open Market | Dave - 0.1 | Community - 0.0,1,133
46 Water St,,New York,US,2018-03-23T17:44:33.762Z,"[-74.0097284, 40.7037505]",Da Vinci Pizza,1,5.8,1,2.5,1,2.5,NY,10041,"46 Water St, Brooklyn, NY 11201, USA",40.7036197,-74.0099715,Da Vinci Pizza | Dave - 2.5 | Community - 5.8,25,134
41 Exchange Pl,,New York,US,2018-03-23T17:44:46.039Z,"[-74.009992852807, 40.7058852910995]",Cucina Bene,1,6.705882353,17,7.1,1,7.1,NY,10005,"41 Exchange Pl, New York, NY 10005, USA",40.705987,-74.010097,Cucina Bene | Dave - 7.1 | Community - 6.71,71,135
8 Cortlandt St,,New York,US,2018-03-23T17:40:25.880Z,"[-74.0103076, 40.7101045]",Majestic Pizza,1,7.003921569,51,7.1,1,7.1,NY,10007,"8 Cortlandt St, New York, NY 10007, USA",40.7100713,-74.0103149,Majestic Pizza | Dave - 7.1 | Community - 7.0,71,136
3 Hanover Sq,,New York,US,2018-03-23T17:44:48.324Z,"[-74.00961, 40.70499]",Underground Pizza,1,7.216666667,6,5.9,1,5.9,NY,10004,"3 Hanover Square, New York, NY 10005, USA",40.7049944,-74.0096537,Underground Pizza | Dave - 5.9 | Community - 7.22,59,137
40 Wall St,,New York,US,2018-03-23T17:44:26.333Z,"[-74.009735, 40.707015]",Neapolitan Express,2,7.38,15,8.1,1,8.1,NY,10005,"40 Wall St, New York, NY 10005, USA",40.7068657,-74.0097069,Neapolitan Express | Dave - 8.1 | Community - 7.38,81,138
26 Vesey St,,New York,US,2018-04-16T21:44:06.936Z,"[-74.0096561511938, 40.7120047333763]",Stage Door Pizza,1,6.773333333,15,7.4,1,7.4,NY,10007,"26 Vesey St, New York, NY 10007, USA",40.712115,-74.0097029,Stage Door Pizza | Dave - 7.4 | Community - 6.77,74,139
59 Nassau St,,New York,US,2018-04-16T19:58:11.109Z,"[-74.0088, 40.70925]",Friendly Gourmet Pizza,1,6.5,5,4.8,1,4.8,NY,10038,"59 Nassau St, New York, NY 10038, USA",40.7092384,-74.0088627,Friendly Gourmet Pizza | Dave - 4.8 | Community - 6.5,48,140
154 Church St,,New York,US,2018-04-16T19:58:10.327Z,"[-74.0080027, 40.7151444]",Dona Bella Pizza,1,6.8,12,7.2,1,7.2,NY,10007,"154 Church St, New York, NY 10007, USA",40.7151451,-74.0079738,Dona Bella Pizza | Dave - 7.2 | Community - 6.8,72,141
2 Gold St,,New York,US,2018-04-16T19:58:10.235Z,"[-74.006898168681, 40.707555318913]",Harry's Italian,2,7.771428571,7,7.7,1,7.7,NY,10038,"2 Gold St, New York, NY 10038, USA",40.7074723,-74.0068304,Harry's Italian | Dave - 7.7 | Community - 7.77,77,142
287 Hudson St,,New York,US,2018-03-23T17:41:05.080Z,"[-74.007916, 40.725612]",Adoro Lei,2,7.7,2,7.8,1,7.8,NY,10013,"287 Hudson St, New York, NY 10013, USA",40.7256037,-74.0079092,Adoro Lei | Dave - 7.8 | Community - 7.7,78,143
11 Varick St,,New York,US,2018-03-23T17:41:36.139Z,"[-74.00703, 40.71959]",Girello,2,0,0,6.9,1,6.9,NY,10013,"11 Varick St, New York, NY 10013, USA",40.71961,-74.0070307,Girello | Dave - 6.9 | Community - 0.0,69,144
50 Fulton St,,New York,US,2018-04-16T19:58:11.151Z,"[-74.0046897976739, 40.7081041823001]",Little Italy Pizza,1,6.364285714,14,6.3,1,6.3,NY,10038,"50 Fulton St, New York, NY 10038, USA",40.7081961,-74.0047955,Little Italy Pizza | Dave - 6.3 | Community - 6.36,63,145
575 Henry St,,Brooklyn,US,2018-04-16T19:58:11.631Z,"[-74.00024, 40.6818]",Lucali,2,9.073809524,42,9.3,1,9.3,NY,11231,"575 Henry St, Brooklyn, NY 11231, USA",40.6818032,-74.0003087,Lucali | Dave - 9.3 | Community - 9.07,93,146
450 Hudson St,,New York,US,2018-03-29T20:03:52.812Z,"[-74.0065302, 40.7312509]",Il Mattone West Village,0,7.5,8,7.9,1,7.9,NY,10014,"450 Hudson St, New York, NY 10014, USA",40.7312196,-74.0065106,Il Mattone West Village | Dave - 7.9 | Community - 7.5,79,147
386 Canal St,,New York,US,2018-03-23T17:40:21.452Z,"[-74.00497, 40.72138]",5 Boroughs Pizza,1,4.633333333,3,3.4,1,3.4,NY,10013,"386 Canal St, New York, NY 10013, USA",40.721287,-74.0049711,5 Boroughs Pizza | Dave - 3.4 | Community - 4.63,34,148
535 Hudson St,,New York,US,2018-03-23T17:42:49.267Z,"[-74.00632, 40.73474]",Wild,2,0,0,4.1,1,4.1,NY,10014,"535 Hudson St, New York, NY 10014, USA",40.734617,-74.0063544,Wild | Dave - 4.1 | Community - 0.0,41,149
114 6th Ave,,New York,US,2018-03-23T17:42:54.467Z,"[-74.0045899, 40.7238]",Rossetti's Pizza,1,0,0,6.2,1,6.2,NY,10013,"114 6th Ave, New York, NY 10013, USA",40.7237259,-74.0044625,Rossetti's Pizza | Dave - 6.2 | Community - 0.0,62,150
7 Ninth Ave,,New York,US,2018-03-23T17:40:28.161Z,"[-74.0065133571625, 40.7393803425011]",Serafina Meatpacking,2,7.4,1,7.8,1,7.8,NY,10014,"7 9th Ave, New York, NY 10014, USA",40.739633,-74.006657,Serafina Meatpacking | Dave - 7.8 | Community - 7.4,78,151
226 Varick St,,New York,US,2018-03-23T17:44:28.749Z,"[-74.005, 40.72914]",Phil's Pizza,1,7.25,2,7.7,1,7.7,NY,10014,"226 Varick St, New York, NY 10014, USA",40.7290939,-74.005017,Phil's Pizza | Dave - 7.7 | Community - 7.25,77,152
325 Church St,,New York,US,2018-03-23T17:43:23.639Z,"[-74.003578, 40.720104]",Saluggi's,2,7.976923077,26,8.2,1,8.2,NY,10013,"325 Church St, New York, NY 10013, USA",40.7200998,-74.0035903,Saluggi's | Dave - 8.2 | Community - 7.98,82,153
114 10th Ave,,New York,US,2018-04-16T19:58:11.750Z,"[-74.0064220257327, 40.7440239266286]",Artichoke Basille's Pizza,2,7.878125,32,7.9,1,7.9,NY,10011,"114 10th Ave, New York, NY 10011, USA",40.7440765,-74.0065507,Artichoke Basille's Pizza | Dave - 7.9 | Community - 7.88,79,154
626 Hudson St,,New York,US,2018-03-23T17:45:25.682Z,"[-74.0054, 40.73829]",Brunetti Pizza,2,7.71,10,8.2,1,8.2,NY,10014,"626 Hudson St, New York, NY 10014, USA",40.7382727,-74.0053786,Brunetti Pizza | Dave - 8.2 | Community - 7.71,82,155
39 9th Ave,,New York,US,2018-03-23T17:47:12.798Z,"[-74.0057365, 40.7407626]",Gaslight Pizzeria,2,0,0,4.9,1,4.9,NY,10014,"39 9th Ave, New York, NY 10014, USA",40.7407714,-74.0058204,Gaslight Pizzeria | Dave - 4.9 | Community - 0.0,49,156
35 Downing St,,New York,US,2018-03-23T17:42:35.725Z,"[-74.0038400073579, 40.729330068469]",Emily - West Village,2,7.711111111,9,7.2,1,7.2,NY,10014,"35 Downing St, New York, NY 10014, USA",40.7293862,-74.0037767,Emily - West Village | Dave - 7.2 | Community - 7.71,72,157
61 9th Ave,,New York,US,2019-02-27T19:51:29.733Z,"[-74.00535, 40.7416]",Starbucks Reserve Roastery,2,0,0,6.8,1,6.8,NY,10011,"61 9th Ave, New York, NY 10011, USA",40.7416944,-74.0056597,Starbucks Reserve Roastery | Dave - 6.8 | Community - 0.0,68,158
44 9th Ave,,New York,US,2018-06-15T23:18:47.158Z,"[-74.00497, 40.74096]",Black Square Pizza,2,7.05,2,6.2,1,6.2,NY,10011,"44 9th Ave, New York, NY 10011, USA",40.7410115,-74.0048657,Black Square Pizza | Dave - 6.2 | Community - 7.05,62,159
69 7th Ave S,,New York,US,2018-03-23T17:48:08.421Z,"[-74.0036552270137, 40.7320627016512]",Bleecker Street Pizza,1,7.32826087,46,6.9,1,6.9,NY,10014,"69 7th Ave S, New York, NY 10014, USA",40.7322097,-74.003375,Bleecker Street Pizza | Dave - 6.9 | Community - 7.33,69,160
353 W 14th St,,New York,US,2018-04-16T19:58:09.890Z,"[-74.0047136, 40.7408261]",Enzo Bruni La Pizza Gourmet,1,8.05,6,7.6,1,7.6,NY,10014,"353 W 14th St, New York, NY 10014, USA",40.7409959,-74.0046301,Enzo Bruni La Pizza Gourmet | Dave - 7.6 | Community - 8.05,76,161
177 Spring St,,New York,US,2018-04-16T19:58:11.168Z,"[-74.00244, 40.72491]",Famous Ben's Pizza,1,7.775,28,8.1,1,8.1,NY,10012,"177 Spring St, New York, NY 10012, USA",40.7249388,-74.0024003,Famous Ben's Pizza | Dave - 8.1 | Community - 7.77,81,162
278 Bleecker St,,New York,US,2018-03-23T17:47:46.244Z,"[-74.00332, 40.73158]",John's of Bleecker Street,2,8.882363316,567,9.3,1,9.3,NY,10014,"278 Bleecker St, New York, NY 10014, USA",40.7316187,-74.0034468,John's of Bleecker Street | Dave - 9.3 | Community - 8.88,93,163
75 9th Ave,,New York,US,2018-03-23T17:47:17.414Z,"[-74.00466, 40.74222]",Filaga Pizzeria,1,7.566666667,6,7.4,1,7.4,NY,10011,"75 9th Ave, New York, NY 10011, USA",40.7424509,-74.0059581,Filaga Pizzeria | Dave - 7.4 | Community - 7.57,74,164
50 Macdougal St,,New York,US,2018-04-16T19:58:11.487Z,"[-74.00243, 40.727303]",Emmett's,2,7.9,6,7.8,1,7.8,NY,10012,"50 Macdougal St, New York, NY 10012, USA",40.7273153,-74.0024806,Emmett's | Dave - 7.8 | Community - 7.9,78,165
28 Carmine St,,New York,US,2018-03-23T17:42:38.189Z,"[-74.00275, 40.73012]",Numero 28 Pizzeria - West Village,2,8.8,2,8.2,1,8.2,NY,10014,"28 Carmine St, New York, NY 10014, USA",40.7300735,-74.0027807,Numero 28 Pizzeria - West Village | Dave - 8.2 | Community - 8.8,82,166
271 Bleecker St,,New York,US,2018-03-23T17:43:34.376Z,"[-74.00293, 40.73154]",Kesté Pizza & Vino,2,7.142857143,7,6.4,1,6.4,NY,10014,"271 Bleecker St, New York, NY 10014, USA",40.7315345,-74.0029626,Kesté Pizza & Vino | Dave - 6.4 | Community - 7.14,64,167
91 7th Ave S,,New York,US,2018-10-31T22:06:09.797Z,"[-74.00303, 40.73285]",Jekyll & Hyde,2,0,0,1.9,1,1.9,NY,10014,"91 7th Ave S, New York, NY 10014, USA",40.7327781,-74.0029512,Jekyll & Hyde | Dave - 1.9 | Community - 0.0,19,168
325 Coronado Dr,,Clearwater,US,2018-04-16T20:48:06.613Z,"[-82.8283233642578, 27.9725646972656]",King's Pizza,1,6.7,4,2.4,1,2.4,FL,33767,"325 Coronado Dr, Clearwater Beach, FL 33767, USA",27.972532,-82.8282307,King's Pizza | Dave - 2.4 | Community - 6.7,24,169
203 E Twiggs St,,Tampa,US,2018-04-16T20:48:03.651Z,"[-82.459164, 27.948891]",Eddie & Sam's NY Pizza,1,7.546666667,45,7.1,1,7.1,FL,33602,"203 E Twiggs St, Tampa, FL 33602, USA",27.9488577,-82.4591727,Eddie & Sam's NY Pizza | Dave - 7.1 | Community - 7.55,71,170
501 E 53rd St,,Austin,US,2018-05-30T13:43:29.355Z,"[-97.7183958217672, 30.3163524006061]",Home Slice Pizza,2,7.038461538,13,5.8,1,5.8,TX,78751,"501 E 53rd St, Austin, TX 78751, USA",30.3159643,-97.7184605,Home Slice Pizza | Dave - 5.8 | Community - 7.04,58,171
2048 S Ww White Rd,,San Antonio,US,2018-04-16T20:13:57.987Z,"[-98.404261, 29.394354]",Big Lou's Pizza,2,7.077777778,9,4.8,1,4.8,TX,78222,"2048 S WW White Rd, San Antonio, TX 78222, USA",29.3942955,-98.4041595,Big Lou's Pizza | Dave - 4.8 | Community - 7.08,48,172
245 E Commerce St,,San Antonio,US,2018-04-16T20:14:00.006Z,"[-98.49001, 29.42461]",Pizzarita's,1,6.44,5,5.5,1,5.5,TX,78205,"245 E Commerce St, San Antonio, TX 78205, USA",29.424703,-98.4899903,Pizzarita's | Dave - 5.5 | Community - 6.44,55,173
6462 N New Braunfels Ave,,San Antonio,US,2018-04-16T20:14:00.233Z,"[-98.4591229576389, 29.4894863831836]",Julian's Italian Pizzeria & Kitchen,2,7.807407407,27,7.9,1,7.9,TX,78209,"6462 N New Braunfels Ave, San Antonio, TX 78209, USA",29.4895746,-98.4588608,Julian's Italian Pizzeria & Kitchen | Dave - 7.9 | Community - 7.81,79,174
2250 Coastal Ln,,West Melbourne,US,2018-05-30T22:28:11.106Z,"[-80.703136, 28.077211]",Chuck E. Cheese's,2,0,0,6,1,6,FL,32904,"2250 Coastal Lane, Melbourne, FL 32904, USA",28.0773373,-80.7047651,Chuck E. Cheese's | Dave - 6.0 | Community - 0.0,60,175
